title,imdb_id,poster_url,language,original_title,overview,release_date,tagline,length,rating,num_votes
Bizim Aile,tt0456047,https://image.tmdb.org/t/p/w500//vrA0eZW4sgo4OSCBoSUsh6HVMst.jpg,tr,,A love story between a poor man and a rich girl. The rich girl's father tries to prevent their marriage and he declares a war against the poor boy's family.,1975-09-07,Story of Yasar Usta and his family.,88,8.4,5928
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,tt0057012,https://image.tmdb.org/t/p/w500//7SixLzxcqezkZEYU8pcHZgbkmjp.jpg,en,,"After the insane General Jack D. Ripper initiates a nuclear strike on the Soviet Union, a war room full of politicians, generals and a Russian diplomat all frantically try to stop the nuclear strike.",1964-01-29,The hot-line suspense comedy,95,8.4,449998
High and Low,tt0057565,https://image.tmdb.org/t/p/w500//tgNjemQPG96uIezpiUiXFcer5ga.jpg,ja,天国と地獄,An executive of a shoe company becomes a victim of extortion when his chauffeur's son is kidnapped and held for ransom.,1963-03-01,"From Akira Kurosawa, director of ""Yojimbo"" and ""Sanjuro"" comes a tense, taut film of a modern ""perfect crime"" with more excitement than even Hitchcock could create.",142,8.4,34200
Red Beard,tt0058888,https://image.tmdb.org/t/p/w500//fo800fRcWtl3Zhs6tPHfXP4KBak.jpg,ja,赤ひげ,"Aspiring to an easy job as personal physician to a wealthy family, Noboru Yasumoto is disappointed when his first post after medical school takes him to a small country clinic under the gruff doctor Red Beard. Yasumoto rebels in numerous ways, but Red Beard proves a wise and patient teacher. He gradually introduces his student to the unglamorous side of the profession, ultimately assigning him to care for a prostitute rescued from a local brothel.",1965-04-03,"What is the key to life - power, prestige or peace?",185,8.4,16732
Thanmathra,tt0483180,https://image.tmdb.org/t/p/w500//v8Z4PlXRvhc56LFVHvq5nMBLjAS.jpg,ml,തന്മാത്ര,"A man leading a happy life with his loving wife and two children suddenly starts getting forgetful and lost. Then, he is diagnosed with Alzheimer's disease leaving his family devastated.",2005-12-16,Beyond love,160,8.4,3715
Guide,tt0059246,https://image.tmdb.org/t/p/w500//iT8uulhUZZAwWKmb9eZy9GvWwhA.jpg,hi,,"After being released from prison for Forgery and Theft, Multi-linguist Raju reflects on his life as a Guide; his meeting with the daughter of a prostitute, Rosie, who was unhappily married to Marco, and wants to take up acting and dancing as a career. Rosie separates and moves in with Raju and his mom. Then both re-locate, and with Raju's encouragement, she succeeds in an acting and dancing career, resulting in both becoming very wealthy. He then succumbs to gambling, and alcohol, and forges Rosie's signature. He is arrested, tried in court, found guilty and imprisoned. Now discharged from prison, he changes his mind about returning home to his mother, and decides to go elsewhere and start afresh - a decision that will alter his life and way of thinking forever.",1965-02-06,"A Guide falls in love with a married woman, then is jailed for forgery and stealing money from her.",183,8.4,7402
"Kidnapping, Caucasian Style",tt0060584,https://image.tmdb.org/t/p/w500//orp7Ec8fDDHXFYnAjOPWsuF0Dhe.jpg,ru,"Кавказская пленница, или Новые приключения Шурика","In this comic but dated story, nerdy Shurik travels to Caucas in search of native legends and folklore. But what he finds is a beautiful girl whom, due to intoxication and deceit of the local ""gang"", he ends up literally stealing for the local deceitful governor. All the time Shurik thinks that it is all just a one old Caucasian custom. When he, finally, realizes what he did he goes out in search for the girl of his dreams. Written by Ptah Hoteb",1967-04-03,,82,8.4,10918
Samurai Rebellion,tt0061847,https://image.tmdb.org/t/p/w500//6l4Lc0dnuo195S4Lvu6NXMvROp4.jpg,ja,上意討ち 拝領妻始末,"Toshiro Mifune stars as Isaburo Sasahara, an aging swordsman living a quiet life until his clan lord orders that his son marry the lord's mistress, who has recently displeased the ruler. Reluctantly, father and son take in the woman, and, to the family’s surprise, the young couple fall in love. But the lord soon reverses his decision and demands the mistress’s return. Against all expectations, Isaburo and his son refuse, risking the destruction of their entire family. Director Masaki Kobayashi's Samurai Rebellion is the gripping story of a peaceful man who finally decides to take a stand against injustice.",1967-05-27,,121,8.4,11012
WALL·E,tt0910970,https://image.tmdb.org/t/p/w500//hbhFnRzzg6ZDmm8YAmxBnQpQIPh.jpg,en,,"WALL·E is the last robot left on an Earth that has been overrun with garbage and all humans have fled to outer space. For 700 years he has continued to try and clean up the mess, but has developed some rather interesting human-like qualities. When a ship arrives with a sleek new type of robot, WALL·E thinks he's finally found a friend and stows away on the ship when it leaves.",2008-06-22,"After 700 years of doing what he was built for, he'll discover what he was meant for.",98,8.4,998617
Like Stars on Earth,tt0986264,https://image.tmdb.org/t/p/w500//wEHkOBcvEiNZpFU1O3HbZLoKSaE.jpg,hi,Taare Zameen Par,"Ishaan Awasthi is an eight-year-old whose world is filled with wonders that no one else seems to appreciate. Colours, fish, dogs, and kites don't seem important to the adults, who are much more interested in things like homework, marks, and neatness. Ishaan cannot seem to get anything right in class; he is then sent to boarding school, where his life changes forever.",2007-12-21,Every Child Is Special,165,8.4,168551
Agent Sai Srinivasa Athreya,tt10214826,https://image.tmdb.org/t/p/w500//qVMsu1z1ETt4AFsNpYqBf14iL5V.jpg,te,ఏజెంట్ సాయి శ్రీనివాస అత్రేయ,"Agent Sai Srinivasa Athreya is a brilliant, underrated detective from Nellore who runs an agency called FBI which sees no business. He gets more than what he asked for when a case happens to fall right into his lap out of nowhere.",2019-06-21,"Sherlock Holmes is Fiction , Agent Sai Srinivasa Athreya is Original",144,8.4,6932
Tell No One,tt10312668,https://image.tmdb.org/t/p/w500//ouwDwzZcHW0KpJTh25qZULknYfz.jpg,pl,Tylko nie mów nikomu,Polish documentary directed by Tomasz Sekielski about child sexual abuse in the Catholic Church in Poland.,2019-05-11,,121,8.4,2717
Michael the Brave,tt0066078,https://image.tmdb.org/t/p/w500//7MSkpdXjrIRd7Z918BCV75CG0Fb.jpg,ro,Mihai Viteazul,"An epic fresco depicting the reign (1593-1601) of Mihai Pătrașcu (better known as ""Mihai Viteazul"" / ""Michael the Brave""), the famous prince who united the three provinces: Transalpine Vallachia, Transylvania and Moldavia, into the country of Romania, at the end of the 16th century (1599-1601) against the opposition of the Ottoman and Austrian Empires, this movie features large scale battle scenes mixed with political intrigues, murderous treachery, and family drama.",1971-02-13,,203,8.4,6090
In the Name of God,tt1068956,https://image.tmdb.org/t/p/w500//cz9DHLSN7sMw0DeIQlnqWi9j5i4.jpg,hi,Khuda Kay Liye,"The film is about the difficult situation in which the Pakistanis in particular and the Muslims in general are caught up since 9/11. There is a war going on between the Fundamentalists and the Liberal Muslims. This situation is creating a drift not only between the Western world and the Muslims, but also within the Muslims. The educated and modern Muslims are in a difficult situation because of their approach towards life and their western attire. They are criticized and harassed by the fundamentalists and on the other hand the Western world sees them as potential suspects of terrorism just because of their Muslim names.",2007-07-29,,168,8.4,9089
Anand,tt0066763,https://image.tmdb.org/t/p/w500//vgrege8e0yk3SSdHzHfMTvk2ffc.jpg,hi,आनन्द,Dr. Bhaskar Bannerjee struggles with his patients' suffering and the darkness and poverty he confronts daily. He treats cancer patient Anand who upon learning of his impending death determines to use the time he has left to the absolute fullest.,1971-03-12,,122,8.4,30175
Collective,tt10706602,https://image.tmdb.org/t/p/w500//oR93n0CAn2GznyHDFSRTp0J1t8c.jpg,ro,Colectiv,"In the aftermath of a tragic fire in a Romanian club, burn victims begin dying in hospitals from wounds that were not life threatening.  A team of investigative journalists move into action uncovering the mass corruption of the health system and of the state institutions. Collective follows journalists, whistle blowers, and authorities alike. An immersive and uncompromising look into a dysfunctional system, exposing corruption, propaganda, and manipulation that nowadays affect not only Romania, but societies around the world.",2020-02-28,"When government fails, we all pay the price",109,8.4,2812
The Goat Horn,tt0068814,https://image.tmdb.org/t/p/w500//gWbQigWkLyCmRFNgiJDhoaKNpWZ.jpg,bg,Козият рог,"XVII century, Bulgaria is under Ottoman rule. Four men break into the house of the shepherd Karaivan, raping and killing his wife in full view of their child, Maria. To protect his daughter and to enact revenge, he raises Maria as a son, teaching her to fight and kill. But as Maria grows up, she longs for a different life.",1972-10-04,,100,8.4,2445
Ivan Vasilyevich Changes His Profession,tt0070233,https://image.tmdb.org/t/p/w500//9Hn7Vdbj6eLoQCqLspaL00khqqr.jpg,ru,Иван Васильевич меняет профессию,"Shurik Timofeev builds a working model of a time machine. By accident, Ivan Bunsha, an apartment complex manager, and George Miloslavsky, a petty burglar, are transferred to 16th century Moscow, while Tsar Ivan the Terrible goes into the year 1973.",1973-09-17,,93,8.4,15077
Only Old Men Are Going to Battle,tt0070861,https://image.tmdb.org/t/p/w500//4TE8gM826e1OU62AErJ5LS4F1os.jpg,ru,В бой идут одни старики,"Bogdan Titarenko is very talented pilot and brave leader of ""Singing group"". He also must look after some new cadets and fight together with them against German Luftwaffe planes. Close to Bogdan always are his friends, they are all from different parts of the country, but they all became real brothers.",1973-06-06,,92,8.4,4602
3 Idiots,tt1187043,https://image.tmdb.org/t/p/w500//k1iWMypGjk1b59oCHLtyfd4hw99.jpg,hi,,"In the tradition of “Ferris Bueller’s Day Off” comes this refreshing comedy about a rebellious prankster with a crafty mind and a heart of gold. Rascal. Joker. Dreamer. Genius... You've never met a college student quite like ""Rancho."" From the moment he arrives at India's most prestigious university, Rancho's outlandish schemes turn the campus upside down—along with the lives of his two newfound best friends. Together, they make life miserable for ""Virus,"" the school’s uptight and heartless dean. But when Rancho catches the eye of the dean's sexy daughter, Virus sets his sights on flunking out the ""3 idiots"" once and for all.",2009-12-23,Don't be Stupid. Be an I.D.I.O.T.,170,8.4,343893
The Golden Fortress,tt0072190,https://image.tmdb.org/t/p/w500//8OP0YahUZTyJV6OuSm17QgCWcKp.jpg,bn,সোনার কেল্লা,"A young boy becomes a target for crooks, after he claims to remember his past life and mentions precious jewels in a golden fortress.",1974-12-27,,120,8.4,1998
The Cove,tt1313104,https://image.tmdb.org/t/p/w500//miodcVtQv2YxpKjjHJWcV0EDfSP.jpg,en,,"The Cove tells the amazing true story of how an elite team of individuals, films makers and free divers embarked on a covert mission to penetrate the hidden cove in Japan, shining light on a dark and deadly secret. The shocking discoveries were only the tip of the iceberg.",2009-07-31,Shallow Water. Deep Secret.,92,8.4,47240
The Dark Knight Rises,tt1345836,https://image.tmdb.org/t/p/w500//vzvKcPQ4o7TjWeGIn0aGC9FeVNu.jpg,en,,"Following the death of District Attorney Harvey Dent, Batman assumes responsibility for Dent's crimes to protect the late attorney's reputation and is subsequently hunted by the Gotham City Police Department. Eight years later, Batman encounters the mysterious Selina Kyle and the villainous Bane, a new terrorist leader who overwhelms Gotham's finest. The Dark Knight resurfaces to protect a city that has branded him an enemy.",2012-07-16,The Legend Ends,165,8.4,1514803
Folklore: The Long Pond Studio Sessions,tt13524234,https://image.tmdb.org/t/p/w500//v6yD0ErRyef3TD9f6tH75sZKZs4.jpg,en,,"An intimate concert film, in which Taylor Swift performs each song from her album 'folklore' in order, as she reveals the meaning and the stories behind all 17 tracks for the very first time.",2020-11-25,,106,8.4,1940
The Wishing Tree,tt0075963,https://image.tmdb.org/t/p/w500//1PeQj4Oruy82OAGvUd8a68Tw9YV.jpg,ka,ნატვრის ხე,"This poetic parable is part of Tenghiz Abuladze’s cinematic triptych: “The Supplication” – “The Wishing Tree” – “Repentance”. The place is Georgia at the beginning of the 20th century. That’s how director Tenghiz Abuladze described his film: “’The Wishing Tree’ is a film about the people lit up by a dream. Every character has its own ideal. One is worshipping the skies, another the earth, some idolize the body, others elevate the spirit. Some destroy the body, others the soul…” Marita, the film’s heroine, arrived here to live with her aunt. She meets a poor young lad, Gedia, and falls in love with him. But her relatives are determined to marry the girl off to a local rich man…",1976-12-19,,107,8.4,1494
Kattradhu Thamizh,tt1501298,https://image.tmdb.org/t/p/w500//d5WLCRtZXduQOIBWxprO6588ajs.jpg,ta,கற்றது தமிழ்,"A young Tamil-postgraduate, who, frustrated with the circumstances and futility of his job, slowly loses his mental balance and becomes a sociopath.",2007-10-06,,147,8.4,2437
Harishchandrachi Factory,tt1524539,https://image.tmdb.org/t/p/w500//YLumiHiQb18kj9fjUTBTEWM6pG.jpg,mr,,The movie depicts efforts and struggle by Dadasaheb Falke for creating first motion picture in India - Raja Harishchandra.,2009-07-01,,96,8.4,2172
Rush: Beyond The Lighted Stage,tt1545103,https://image.tmdb.org/t/p/w500//5su3xR3k0doJmUYIVk8O5QnXnxn.jpg,en,,"An in-depth look at the Canadian rock band Rush, chronicling the band's musical evolution from their progressive rock sound of the '70s to their current heavy rock style.",2010-06-29,The band you know. The story you don't.,107,8.4,4195
Natarang,tt1590129,https://image.tmdb.org/t/p/w500/null,en,,"Guna is a village labourer in the hinterlands of Maharashtra. Holding a passion for the 'tamasha' theatre shows, he decides to start his own troupe. Instead of the prestigious role of the king he always dreamed of, he ends up having to play a 'nachya', an effeminate, homosexual man. He goes ahead with the decision, which forever changes him and his family, as he ends up torn between his artistic passion and his societal prestige.",2010-01-01,,127,8.4,1711
Alien,tt0078748,https://image.tmdb.org/t/p/w500//vfrQk5IPloGg1v9Rzbh2Eg3VGyM.jpg,en,,"During its return to the earth, commercial spaceship Nostromo intercepts a distress signal from a distant planet. When a three-member team of the crew discovers a chamber containing thousands of eggs on the planet, a creature inside one of the eggs attacks an explorer. The entire crew is unaware of the impending nightmare set to descend upon them when the alien parasite planted inside its unfortunate host is birthed.",1979-05-25,In space no one can hear you scream.,117,8.4,786960
Apocalypse Now,tt0078788,https://image.tmdb.org/t/p/w500//gQB8Y5RCMkv2zwzFHbUJX3kAhvA.jpg,en,,"At the height of the Vietnam war, Captain Benjamin Willard is sent on a dangerous mission that, officially, ""does not exist, nor will it ever exist."" His goal is to locate - and eliminate - a mysterious Green Beret Colonel named Walter Kurtz, who has been leading his personal army on illegal guerrilla missions into enemy territory.",1979-08-15,This is the end...,147,8.4,605700
Capernaum,tt8267604,https://image.tmdb.org/t/p/w500//mFnfTVADj8yOxwzprYOmTPselk8.jpg,ar,کفرناحوم,"Zain, a 12-year-old boy scrambling to survive on the streets of Beirut, sues his parents for having brought him into such an unjust world, where being a refugee with no documents means that your rights can easily be denied.",2018-10-06,It takes courage to hope.,126,8.4,61327
Kapıcılar Kralı,tt0252591,https://image.tmdb.org/t/p/w500//vug96QPsAqaMnHPHtwXZNMaZK4N.jpg,tr,,"Seyit, a resourceful doorman of a middle class apartment in Istanbul, finds himself in a struggle for power when the new superintendent decides to crack down on his slack attitude.",1976-01-01,,84,8.4,11265
Qismat,tt8665634,https://image.tmdb.org/t/p/w500//pLeFMYfylUoXUluB5bmmNzWoAfx.jpg,pa,,"Shiva is just looking to sow some wild oats before settling down, until he falls in love with his beautiful neighbor.",2018-09-21,,140,8.4,2216
Zübük,tt0253991,https://image.tmdb.org/t/p/w500//tJU8CDgEfwgG7fTYWORgZnvwRPr.jpg,tr,,"This is the story of the politician named Zübük. He gets expelled from the political party that he is a member of, due to corruption. The journalist Yaşar wants to make a news story about his case and investigates Zübük's doings. Yaşar gets baffled at the sly tricks Zübük played on his village people. In the end, he feels sorry about Zübük's present situation, however, as things happen he becomes aware that Zübük has been tricking him.",1980-09-11,,88,8.4,7126
Kaalapani,tt0255289,https://image.tmdb.org/t/p/w500//byQ8bcRBpIOYW7OlNZCCYkAVUp2.jpg,ml,കാലാപാനി,"Govardhan, a doctor by profession, is wrongly accused of bombing a train and is jailed by the British in Cellular Jail, also known as Kala Pani in Andaman and Nicobar Islands. He witnesses sufferings of hundreds of Indian prisoners there.",1996-04-12,,178,8.4,3678
The Kid,tt0012349,https://image.tmdb.org/t/p/w500//drgMcyTsySQBnUPGaBThCHGdlWT.jpg,en,,A tramp cares for a boy after he's abandoned as a newborn by his mother. Later the mother has a change of heart and aches to be reunited with her son.,1921-01-21,6 reels of Joy.,53,8.3,112713
Metropolis,tt0017136,https://image.tmdb.org/t/p/w500//hUK9rewffKGqtXynH5SW3v9hzcu.jpg,de,,"In a futuristic city sharply divided between the working class and the city planners, the son of the city's mastermind falls in love with a working class prophet who predicts the coming of a savior to mediate their differences.",1927-02-06,There can be no understanding between the hands and the brain unless the heart acts as mediator.,149,8.3,159503
Children Underground,tt0264476,https://image.tmdb.org/t/p/w500//uacoFb7DHq0MrUjMcjjMZlIgmu2.jpg,en,,"Children Underground follows the story of five street children, aged eight to sixteen who live in a subway station in Bucharest, Romania. The street kids are encountered daily by commuting adults, who pass them by in the station as they starve, swindle, and steal, all while searching desperately for a fresh can of paint to get high with.",2001-09-19,,104,8.3,2210
M,tt0022100,https://image.tmdb.org/t/p/w500//6hg2UClwHGnBojemFrLgiF1WK8A.jpg,de,M - Eine Stadt sucht einen Mörder,"In this classic German thriller, Hans Beckert, a serial killer who preys on children, becomes the focus of a massive Berlin police manhunt. Beckert's heinous crimes are so repellant and disruptive to city life that he is even targeted by others in the seedy underworld network. With both cops and criminals in pursuit, the murderer soon realizes that people are on his trail, sending him into a tense, panicked attempt to escape justice.",1931-05-11,Who is the murderer?,117,8.3,142893
Citizen Kane,tt0033467,https://image.tmdb.org/t/p/w500//sav0jxhqiH0bPr2vZFU0Kjt2nZL.jpg,en,,"Newspaper magnate, Charles Foster Kane is taken from his mother as a boy and made the ward of a rich industrialist. As a result, every well-meaning, tyrannical or self-destructive move he makes for the rest of his life appears in some way to be a reaction to that deeply wounding event.",1941-04-17,It's terrific!,119,8.3,401725
Double Indemnity,tt0036775,https://image.tmdb.org/t/p/w500//3FxPFG4IEg1kX00oAJn7L06GoCS.jpg,en,,"A rich woman and a calculating insurance agent plot to kill her unsuspecting husband after he signs a double indemnity policy. Against a backdrop of distinctly Californian settings, the partners in crime plan the perfect murder to collect the insurance, which pays double if the death is accidental.",1944-06-14,From the moment they met it was murder!,108,8.3,143025
Promises,tt0282864,https://image.tmdb.org/t/p/w500//yWjOPkUjgOpSaBJu1eAJiXmM16s.jpg,en,,"Documentarians Justine Shapiro and B.Z. Goldberg traveled to Israel to interview Palestinian and Israeli kids ages 11 to 13, assembling their views on living in a society afflicted with violence, separatism and religious and political extremism. This 2002 Oscar nominee for Best Feature Documentary culminates in an astonishing day in which two Israeli children meet Palestinian youngsters at a refugee camp.",2001-01-01,,106,8.3,2562
Bicycle Thieves,tt0040522,https://image.tmdb.org/t/p/w500//7ZiSTZN5FWsphVmlwFVFfn5EOl.jpg,it,Ladri di biciclette,A working man's livelihood is threatened when someone steals his bicycle.,1948-11-24,The Prize Picture They Want to Censor!,89,8.3,145792
Late Spring,tt0041154,https://image.tmdb.org/t/p/w500//iNtRSY2AGjW1VDXDR79bKsNUdus.jpg,ja,晩春,"Noriko is perfectly happy living at home with her widowed father, Shukichi, and has no plans to marry -- that is, until her aunt Masa convinces Shukichi that unless he marries off his 27-year-old daughter soon, she will likely remain alone for the rest of her life. When Noriko resists Masa's matchmaking, Shukichi is forced to deceive his daughter and sacrifice his own happiness to do what he believes is right.",1949-09-13,,108,8.3,14482
The Young and the Damned,tt0042804,https://image.tmdb.org/t/p/w500//3bdfN2gosYSxpHBAXPkAhxkUJFr.jpg,es,Los olvidados,"A group of juvenile delinquents lives a criminal, violent life in the festering slums of Mexico City, among them the young Pedro, whose morality is gradually corrupted and destroyed by the others.",1950-12-09,,85,8.3,18344
Ikiru,tt0044741,https://image.tmdb.org/t/p/w500//dgNTS4EQDDVfkzJI5msKuHu2Ei3.jpg,ja,生きる,"Kanji Watanabe is a middle-aged man who has worked in the same monotonous bureaucratic position for decades. Learning he has cancer, he starts to look for the meaning of his life.",1952-10-09,A big story of a little man which will grip your soul ...,143,8.3,68084
Singin' in the Rain,tt0045152,https://image.tmdb.org/t/p/w500//62plaLItfJDXKcLUJdOQ35wASms.jpg,en,,"In 1927 Hollywood, a silent film production company and cast make a difficult transition to sound.",1952-04-09,What a Glorious Feeling!,103,8.3,218184
Ugetsu,tt0046478,https://image.tmdb.org/t/p/w500//7Kk1ZsrAul2Lg7Pe45XOcUf2ARQ.jpg,ja,雨月物語,"In 16th century Japan, peasants Genjuro and Tobei sell their earthenware pots to a group of soldiers in a nearby village, in defiance of a local sage's warning against seeking to profit from warfare. Genjuro's pursuit of both riches and the mysterious Lady Wakasa, as well as Tobei's desire to become a samurai, run the risk of destroying both themselves and their wives, Miyagi and Ohama.",1953-03-26,,96,8.3,20803
Eternal Sunshine of the Spotless Mind,tt0338013,https://image.tmdb.org/t/p/w500//5VwDe3FE46fWhOfjQ5aC4ryELF8.jpg,en,,"Joel Barish, heartbroken that his girlfriend underwent a procedure to erase him from her memory, decides to do the same. However, as he watches his memories of her fade away, he realises that he still loves her, and may be too late to correct his mistake.",2004-03-19,You can erase someone from your mind. Getting them out of your heart is another story.,108,8.3,908926
Ordet,tt0048452,https://image.tmdb.org/t/p/w500//e3oh96Zrqdaku8DoD10pXZHLZoU.jpg,da,,"The three sons of devout Danish farmer Morten have widely disparate religious beliefs. Youngest son Anders shares his father's religion, but eldest son Mikkel has lost his faith, while middle child Johannes has become delusional and proclaims that he is Jesus Christ himself. When Mikkel's wife, Inger goes into a difficult childbirth, everyone's beliefs are put to the test.",1955-01-09,A Legend for Today,125,8.3,14002
A Man Escaped,tt0049902,https://image.tmdb.org/t/p/w500//yPVp405f3FzLyLJW73rcn9FhWyH.jpg,fr,Un condamné à mort s'est échappé,A captured French Resistance fighter during World War II engineers a daunting escape from prison.,1956-11-11,Robert Bresson's Prize Winning Film,101,8.3,19094
Vadakkunokki Yantram,tt0354148,https://image.tmdb.org/t/p/w500//ka8hskizPW951CjoveSFZp8vabo.jpg,ml,വടക്കുനോക്കിയന്ത്രം,"A man with a serious case of inferiority complex is married to a beautiful girl. Soon, his love and care turns into suspicion.",1989-05-19,,118,8.3,1898
The Cranes Are Flying,tt0050634,https://image.tmdb.org/t/p/w500//6f2q12vxZvko814BKRjszNdwQ3l.jpg,ru,Летят журавли,"Veronika and Boris come together in Moscow shortly before World War II. Walking along the river, they watch cranes fly overhead, and promise to rendezvous before Boris leaves to fight. Boris misses the meeting and is off to the front lines, while Veronika waits patiently, sending letters faithfully. After her house is bombed, Veronika moves in with Boris' family, into the company of a cousin with his own intentions.",1957-10-12,The compelling story of a girl's impassioned search for happiness.,97,8.3,15002
Manmadhudu,tt0355742,https://image.tmdb.org/t/p/w500/null,te,మన్మథుడు,"Abhiram is a manager in his own ad agency. He hates women and he feels that all women are traitors. Abhirams uncle, who is the chairman of the ad agency, appoints Harika as an assistant manager. Though Abhiram does not like a girl joining his company, he has to live with it as the appointment is made by his uncle. He starts mistreating her. Harika, vexed by Abhirams acts, submits her resignation to Abhis uncle, who then narrates the flashback of Abhiram to Harika.",2002-12-20,He Hates Women,142,8.3,3271
Inglourious Basterds,tt0361748,https://image.tmdb.org/t/p/w500//7sfbEnaARXDDhKm0CZ7D7uc2sbo.jpg,en,,"In Nazi-occupied France during World War II, a group of Jewish-American soldiers known as ""The Basterds"" are chosen specifically to spread fear throughout the Third Reich by scalping and brutally killing Nazis. The Basterds, lead by Lt. Aldo Raine soon cross paths with a French-Jewish teenage girl who runs a movie theater in Paris which is targeted by the soldiers.",2009-08-18,Once upon a time in Nazi occupied France...,153,8.3,1262305
The Revolution Will Not Be Televised,tt0363510,https://image.tmdb.org/t/p/w500//7HYZ3AE0QQb34Bqn1AuqhD3Q9Rw.jpg,en,La revolución no será televisada,"Hugo Chavez was a colourful, unpredictable folk hero who was beloved by his nation’s working class. He was elected president of Venezuela in 1998, and proved to be a tough, quixotic opponent to the power structure that wanted to depose him. When he was forcibly removed from office on 11 April 2002, two independent filmmakers were inside the presidential palace.",2003-03-07,,74,8.3,2439
We Have Only One Life,tt0051927,https://image.tmdb.org/t/p/w500//iHlxFbojv90g7wUYUXgf0bHUzf0.jpg,el,Μια ζωή την έχουμε!,"A bank teller discovers an accounting error, becomes rich and lives his life like he's never lived it.",1958-01-01,,111,8.3,1504
Vertigo,tt0052357,https://image.tmdb.org/t/p/w500//15uOEfqBNTVtDUT7hGBVCka0rZz.jpg,en,,"A retired San Francisco detective suffering from acrophobia investigates the strange activities of an old friend's wife, all the while becoming dangerously obsessed with her.",1958-05-28,Alfred Hitchcock engulfs you in a whirlpool of terror and tension!,128,8.3,363131
Virumandi,tt0364647,https://image.tmdb.org/t/p/w500//eFlzOGk2p2o497D89bcD770txWG.jpg,ta,விருமாண்டி,A temperamental farmer gets embroiled in a bloody clan feud in a southern Tamil Nadu village.,2004-02-26,,160,8.3,4502
North by Northwest,tt0053125,https://image.tmdb.org/t/p/w500//9pf8CuIT64cFvsyocWOjbKGcXmt.jpg,en,,"Advertising man Roger Thornhill is mistaken for a spy, triggering a deadly cross-country chase.",1959-07-08,It's a deadly game of 'tag' and Cary Grant is 'it'...,136,8.3,298253
The Apartment,tt0053604,https://image.tmdb.org/t/p/w500//tIZN5Lpd8MWFKHXDRIXTjlSA22L.jpg,en,,"Bud Baxter is a minor clerk in a huge New York insurance company, until he discovers a quick way to climb the corporate ladder. He lends out his apartment to the executives as a place to take their mistresses. Although he often has to deal with the aftermath of their visits, one night he's left with a major problem to solve.",1960-06-21,"Movie-wise, there has never been anything like it - laugh-wise, love-wise, or otherwise-wise!",125,8.3,163737
Shwaas,tt0396962,https://image.tmdb.org/t/p/w500/null,mr,श्वास,This story is about how an old man tried to show his grandson the preciousness and beauty of life in a no win situation such as cancer. It is about keeping a positive attitude towards life.,2004-12-10,,107,8.3,1433
Rocco and His Brothers,tt0054248,https://image.tmdb.org/t/p/w500//4W350DliZcbhcb7oiDTYo0hsTg9.jpg,it,Rocco e i suoi fratelli,"When a widow’s family moves to the big city, two of her sons become romantic rivals with deadly results.",1960-10-06,DARING in its realism. STUNNING in its impact. BREATHTAKING in its scope.,178,8.3,16600
Unforgivable Blackness: The Rise and Fall of Jack Johnson,tt0413615,https://image.tmdb.org/t/p/w500//9A3hG4XsV49t1Cc3QAnBk6bTW5a.jpg,en,,"The story of Jack Johnson, the first African American Heavyweight boxing champion.",2004-09-04,,214,8.3,1374
Lawrence of Arabia,tt0056172,https://image.tmdb.org/t/p/w500//vOEbimiBaTQr9SDFfDHHWCZdZK2.jpg,en,,"The story of British officer T.E. Lawrence's mission to aid the Arab tribes in their revolt against the Ottoman Empire during the First World War. Lawrence becomes a flamboyant, messianic figure in the cause of Arab unity but his psychological instability threatens to undermine his achievements.",1962-12-11,A mighty motion picture of action and adventure!,227,8.3,267217
The Given Word,tt0056322,https://image.tmdb.org/t/p/w500//iQ38dPgW7HbWo8vZcS7TWrqcae2.jpg,pt,O Pagador de Promessas,"Zé is a very poor man whose most prized possession is his donkey. When his donkey falls terminally ill, Zé makes a promise to Saint Bárbara: If his donkey recovers, he will carry a cross - like Jesus - all the way from his city to Saint Bárbara's church, in the state capital. Upon the recover of his donkey, Zé leaves on his journey. He makes it to the church, but the priest refuses to accept the cross once he discovers the context of Zé's promise.",1962-04-17,,98,8.3,2772
Toy Story 3,tt0435761,https://image.tmdb.org/t/p/w500//4cpGytCB0eqvRks4FAlJoUJiFPG.jpg,en,,"Woody, Buzz, and the rest of Andy's toys haven't been played with in years. With Andy about to go to college, the gang find themselves accidentally left at a nefarious day care center. The toys must band together to escape and return home to Andy.",2010-06-16,No toy gets left behind.,103,8.3,754794
Sahib Bibi aur Ghulam,tt0056436,https://image.tmdb.org/t/p/w500//tUVjkGSe7ZRhFoWirqZOh00kNlz.jpg,hi,साहिब बीबी और ग़ुलाम,"A Zamindar neglects his wife and prefers the company of alcohol and dancing girls. The decadence of the Bangali Zamindar milieu and the raising bourgeoisie in the late 19th century, seen through the eyes of a young upward mobile rustic seeking fortune in Calcutta, and fascinated by the lady of the house.",1962-01-01,,152,8.3,1478
Il Sorpasso,tt0056512,https://image.tmdb.org/t/p/w500//44ZtEB1warv5SSbxX2b92EGNfqK.jpg,it,Il sorpasso,"Roberto, a shy law student in Rome, meets Bruno, a forty-year-old exuberant, capricious man, who takes him for a drive through the Roman and Tuscany countries in the summer. Along the way, they end up knowing each other and entering each other's lives. A twist at the end puts everything into perspective.",1962-12-04,,105,8.3,9249
