title,imdb_id,poster_url,language,original_title,overview,release_date,tagline,length,rating,num_votes
Aa Naluguru,tt1601792,https://image.tmdb.org/t/p/w500//ysqmSpToQB9Hs68N3lTFMrRazPV.jpg,te,ఆ నలుగురు,"Aa Naluguru (Telugu: ఆ నలుగురు, English translation: Those Four i.e. the four people who carry a body in a funeral procession) is a 2004 Telugu film starring Rajendra Prasad and Amani. The film was directed by Chandra Siddhartha and produced by Sarita Patra.",2004-12-09,,141,8.6,2700
Gol Maal,tt0079221,https://image.tmdb.org/t/p/w500//uPW269Qx8VxfiQI2PFHcSJkGOI2.jpg,hi,गोल माल,"Ramprasad a recent college graduate who finds a job with a finicky man, Bhavani Shankar, who believes that a man without a mustache is a man without a character. When Ramprasad is caught by his boss at a soccer match, he has to invent a twin brother, the clean-shaven Laxman Prasad, to save his job, things take a whacky turn.A fake mother and a hilarious chase are enjoyable features in this comedy.",1979-04-19,,144,8.6,17948
Monpura,tt1621830,https://image.tmdb.org/t/p/w500//b4brqc4JBjXYy8thlKAoP5jFVH0.jpg,bn,মনপুরা,"A housemaid is killed by a local landlord's son. His servant takes the blame for the murder, to save the landlord's mentally ill son and is marooned in an island named Monpura. There the servant comes across a fisherman's daughter.",2009-02-13,,136,8.6,6288
Stop Making Sense,tt0088178,https://image.tmdb.org/t/p/w500//temKKrVI91Cl3dPgvr9O2cRgLIV.jpg,en,,"A concert film documenting Talking Heads at the height of their popularity, on tour for their 1983 album ""Speaking in Tongues."" The band takes the stage one by one and is joined by a cadre of guest musicians for a career-spanning and cinematic performance that features creative choreography and visuals.",1984-11-16,Why stop making sense? Why a movie? Why a big suit? Where do the odd movements come from? What will the band do next?,88,8.6,13217
Nayakan,tt0093603,https://image.tmdb.org/t/p/w500//aYioDwsNj6iyTYYsBvjEz9FbmMU.jpg,ta,நாயகன்,"Sakthivelu Nayakar, the protagonist, is born to an anti-government union leader. The child Velu is tricked by the police into locating his father...",1987-10-21,The Hero,145,8.6,16259
The Silence of the Lambs,tt0102926,https://image.tmdb.org/t/p/w500//rplLJ2hPcOQmkFhTqUte0MkEaO2.jpg,en,,"Clarice Starling is a top student at the FBI's training academy. Jack Crawford wants Clarice to interview Dr. Hannibal Lecter, a brilliant psychiatrist who is also a violent psychopath, serving life behind bars for various acts of murder and cannibalism. Crawford believes that Lecter may have insight into a case and that Starling, as an attractive young woman, may be just the bait to draw him out.",1991-02-01,To enter the mind of a killer she must challenge the mind of a madman.,119,8.6,1268490
Baraka,tt0103767,https://image.tmdb.org/t/p/w500//hVOVhrf1QwEaGE448iOAAZOxzVR.jpg,en,,A paralysingly beautiful documentary with a global vision—an odyssey through landscape and time—that attempts to capture the essence of life.,1992-09-15,A world beyond words.,98,8.6,36317
Roger Waters: The Wall,tt3970482,https://image.tmdb.org/t/p/w500//oFPVC3ival04a9Yijm716QXOsCA.jpg,en,,"A concert film that the former Pink Floyd singer-songwriter made on various tour dates between 2010 and 2013, when he was playing his former group's 1980 double-album in its entirety.",2014-09-29,,133,8.6,4640
Sun of the Sleepless,tt0108429,https://image.tmdb.org/t/p/w500//agc40VTSFFw6hTiTeLr8PG8rZg6.jpg,ka,Udzinarta mze,"The director dedicated this lyrical, epic film-confession to the memory of his father who was a doctor. The film’s protagonist, an ambulance doctor, conducts dangerous experiments in search of a vitally important vaccine. His wife believes in his work, though his daughter would not understand him. His son, who is absolutely unlike his father in character, is trying to protect him. But self-denial in the name of science proves too high a price. Just when he is on the verge of discovery, the doctor loses everything he has gathered as a result of his twenty-year-long work. This loss brings him even closer to his son. The shooting of the film continued for seven years (1985-1992), making it a metaphorical culmination of the Soviet cinematography and the Soviet way of life as a whole.",1992-03-01,,123,8.6,1410
Sachin: A Billion Dreams,tt4640206,https://image.tmdb.org/t/p/w500//ysOy2g2NcDRszOM8YF14aru82fy.jpg,hi,,Sachin Tendulkar plays himself in this sports-docudrama that traces the life and times of one of the world’s biggest cricket phenomenas.​,2017-05-26,,139,8.6,7619
Angrej,tt4846952,https://image.tmdb.org/t/p/w500//eukKHm776O4IujOpElzfuzDNhA9.jpg,pa,,"Angrej is a 2015 Indian Punjabi-language film directed by Simerjit Singh. Written by Amberdeep Singh, the film stars Amrinder Gill, Sargun Mehta, Aditi Sharma in lead roles. Set against the backdrop of the declining British Raj, it tells the love story of a young man from the province of Punjab. Ammy Virk and Binnu Dhillon play supporting roles in the film.  A tangled love story spawns lighthearted comedy in rural India circa 1945.",2015-07-31,,137,8.6,2931
Se7en,tt0114369,https://image.tmdb.org/t/p/w500//6yoghtyTpznpBik8EngEmJskVUO.jpg,en,,"Two homicide detectives are on a desperate hunt for a serial killer whose crimes are based on the ""seven deadly sins"" in this dark and haunting film that takes viewers from the tortured remains of one victim to the next. The seasoned Det. Sommerset researches each sin in an effort to get inside the killer's mind, while his novice partner, Mills, scoffs at his efforts to unravel the case.",1995-09-22,Seven deadly sins. Seven ways to die.,127,8.6,1443070
Life Is Beautiful,tt0118799,https://image.tmdb.org/t/p/w500//74hLDKjD5aGYOotO6esUVaeISa2.jpg,it,La vita è bella,A touching story of an Italian book seller of Jewish ancestry who lives in his own little fairy tale. His creative and happy life would come to an abrupt halt when his entire family is deported to a concentration camp during World War II. While locked up he tries to convince his son that the whole thing is just a game.,1997-12-20,"An unforgettable fable that proves love, family and imagination conquer all.",116,8.6,622809
A Billion Lives,tt5069074,https://image.tmdb.org/t/p/w500//jCmysd8VgMtG6lBKH0Kjnmyc1gY.jpg,en,,"In 20 years’ time, there will be nearly 1.6 billion smokers around the world. Approximately 70% of smokers want to quit. The United Nations’ World Health Organisation expects a billion people will die prematurely from smoking this century. The products their doctors recommend are rarely effective and many are trapped. A new vapour technology was invented to give smokers a successful way to quit. But it was quickly demonised, and even banned in many countries. A perfect storm is brewing between smokers trying to quit, government regulators, and health charities funded by the powerful pharmaceutical industry. Director Aaron Biebert travelled across four continents interviewing doctors, scientists, and others working to save a billion lives. What he found was profound government failure, widespread corruption in the public health community and powerful subversion by big business.",2016-05-11,A true story of the vaping revolution and tragic corruption leading to a billion deaths around the world.,94,8.6,2768
The Green Mile,tt0120689,https://image.tmdb.org/t/p/w500//velWPhVMQeQKcxggNEU8YmIo52R.jpg,en,,"A supernatural tale set on death row in a Southern prison, where gentle giant John Coffey possesses the mysterious power to heal people's ailments. When the cell block's head guard, Paul Edgecomb, recognizes Coffey's miraculous gift, he tries desperately to help stave off the condemned man's execution.",1999-12-10,Miracles do happen.,189,8.6,1146119
Saving Private Ryan,tt0120815,https://image.tmdb.org/t/p/w500//1wY4psJ5NVEhCuOYROwLH2XExM2.jpg,en,,"As U.S. troops storm the beaches of Normandy, three brothers lie dead on the battlefield, with a fourth trapped behind enemy lines. Ranger captain John Miller and seven men are tasked with penetrating German-held territory and bringing the boy home.",1998-07-24,The mission is a man.,169,8.6,1234208
The Counterfeit Coin,tt0122565,https://image.tmdb.org/t/p/w500//5yEk0HpclVv2PBnHqLVv9hLdbya.jpg,el,Η Κάλπικη Λίρα,"Four stories, humorous, romantic or dramatic, are linked by a counterfeit gold sovereign. It is made by the honest engraver in the first story, seduced by the charms of a young widow, and it subsequently passes into the hands of a beggar and a prostitute, a wealthy miser and a newly married couple where the husband is a poor artist.",1955-12-28,,118,8.6,2496
Brigade Miscellaneous Steps In,tt0123391,https://image.tmdb.org/t/p/w500//rTUEfb9jCIFiVuRazTujWwjxUg5.jpg,ro,Brigada Diverse intră în acțiune,Brigade Miscellaneous fights crime in a funny and serious way.,1970-06-06,,100,8.6,1650
Brigade Miscellaneous in the Mountains and at the Sea,tt0123392,https://image.tmdb.org/t/p/w500//4JBvm53otxqCFhY0DwVcnSgVwLx.jpg,ro,B.D. la munte și la mare,"Misc. Brigade must solve a drug traffic case, in their own way",1971-01-01,,96,8.6,1743
Thillu Mullu,tt0155265,https://image.tmdb.org/t/p/w500//ncPz3p4uUnP0Yz2UcMyPnFkMMJg.jpg,ta,தில்லு முல்லு,"Thillu Mullu (Tamil: தில்லு முல்லு) is a 1981 Tamil comedy film starring Rajinikanth, Madhavi, 'Thengai' Srinivasan, Nagesh, Sowkar Janaki and music composed by M. S. Viswanathan. The film is directed by noted filmmaker, K. Balachander.The film is actually a remake of the Hindi comedy film Gol Maal, which released in 1979. Thillu Mullu became a blockbuster upon release, and is in the ""top 10 Tamil movies"" made of all time.",1981-05-01,,145,8.6,2884
Father of a Soldier,tt0169828,https://image.tmdb.org/t/p/w500//cpJCLrtpYfxNl0tuIQAwyBVXuzW.jpg,ka,ჯარისკაცის მამა,"During World War II, оld Georgian peasant  wine-grower Georgy leaves his Georgian village and goes off to the front line, hoping to find his son. George should see and transfer a lot of things, he becomes a soldier and only in the last days of war finds the son...",1964-12-25,,83,8.6,3879
Moondram Pirai,tt0187318,https://image.tmdb.org/t/p/w500//asET14RynyBZYPMGUbX5U1oHT9z.jpg,ta,மூன்றாம் பிறை,"Moondram Pirai starring by kamal haasan and sridevi kappor. he movie begins with a young girl Bhagyalakshmi (Sridevi) who meets with an accident thus succumbing to amnesia. This condition makes her lose her memory of her entire teenage and adulthood leaving her as a physically grown up woman but with the memory and intelligence of a seven year old. Circumstances cheat her into Prostitution, where in the brothel, she meets Srinivas (Kamal Haasan) who understands that she has been tricked into the trade.He rescues her to take her to his home in Ooty and begins to lead life with...",1982-02-19,,143,8.6,2376
Parasite,tt6751668,https://image.tmdb.org/t/p/w500//7IiTTgloJzvGI1TAYymCfbfl3vT.jpg,ko,기생충,"All unemployed, Ki-taek's family takes peculiar interest in the wealthy and glamorous Parks for their livelihood until they get entangled in an unexpected incident.",2019-05-30,Act like you own the place.,133,8.6,548979
96,tt7019842,https://image.tmdb.org/t/p/w500//nrVloCa2hCFOztRF1DZU2jnWIiQ.jpg,ta,,"Ram is a photographer and nature lover who travels all around India capturing moments. On a chance visit to his hometown Tanjavur, he goes into his school and begins to walk down memory lane to 1994 when he was a student harboring feelings for his classmate Janu.",2018-10-04,,159,8.6,18946
Chithram,tt0214585,https://image.tmdb.org/t/p/w500//4Ajkl9RZLXR8dYqUTeOKptdUgOE.jpg,ml,ചിത്രം,"Kalyani (Ranjini) is the daughter of a wealthy NRI Ramachandra Menon (Poornam Vishwanathan) who resides in the United States. Kalyani, brought up in Chennai by her father's friend Kaimal (Nedumudi Venu), falls in love with another man and decides to marry against the wishes of her father. When her boyfriend finds out that she will be disinherited, he ditches her at the altar.  After a short while her father decides to retract his disapproval and spend a fortnight's vacation with his daughter and son-in-law in his estate near a tribal community where Menon is the chief. Because her father is already ill and because this may be his last vacation, Kalyani and Kaimal want to make it as happy for him as possible. They decide to conceal the fact that her boyfriend dumped her.",1988-12-22,,159,8.6,4479
Koshish,tt0215911,https://image.tmdb.org/t/p/w500//yvo7vdbLDaEkecoY2Y3I3hJeqI.jpg,hi,कोशिश,A romantic drama which tells the story of a 20 year relationship between Hari and Aarti - a deaf-mute couple who try to live their lives to the fullest despite their handicaps.,1972-04-01,,125,8.6,1469
Merku Thodarchi Malai,tt7794052,https://image.tmdb.org/t/p/w500//mdE2OeMKJTJpC1IEKRMdjqYZHoj.jpg,ta,மேற்குத்தொடர்ச்சி மலை,"Living on the borders of Kerala and Tamil Nadu, Rangasamy, a laborer just like his fellow sons of soils toils, hard-working at the spice plantations owned by landlords. He lives a happy life and wishes to own a piece of land and earn a living through farming. After years of struggle, his dream finally comes true when Chaako, a local politician helps him buy the land, however, he soon faces tougher challenges as he has to deal with corrupt and wealthy politicians.",2018-08-24,,122,8.6,1580
Spirited Away,tt0245429,https://image.tmdb.org/t/p/w500//39wmItIWsg5sZMyRUHLkWBcuVCM.jpg,ja,千と千尋の神隠し,"A young girl, Chihiro, becomes trapped in a strange new world of spirits. When her parents undergo a mysterious transformation, she must call upon the courage she never knew she had to free her family.",2001-07-20,,125,8.6,650127
Thoovanathumbikal,tt0249188,https://image.tmdb.org/t/p/w500//poKsURCnX4Tcz6iSjT4njsx7STb.jpg,ml,തൂവാനത്തുമ്പികൾ,"Jayakrishnan falls in love with two girls, Radha and Clara, and fights his confusion about whom he should marry and spend his life with.",1987-01-03,,151,8.6,3509
